A	Coef.Sample.1 - Sample.2	t.Sample.1 - Sample.2	p.value.Sample.1 - Sample.2	p.value.adj.Sample.1 - Sample.2	F	F.p.value
KIAA1841	7.2896901	-0.31983039	-0.6966002	0.4880890268	0.60155752458	3.1336488	0.0014853461
RPS6KB1	9.4604142	0.12015932	0.6965443	0.4881237981	0.60155752458	2.7552832	0.0044894092
GGNBP2	10.9046177	-0.14518195	-0.6963311	0.4882565978	0.60167413904	1.6648715	0.0970205467
PIP5K1A	10.1207253	0.19003081	0.6960378	0.4884392121	0.60185211651	7.6005998	8.9e-09
TMEM128	9.1594305	-0.19320568	-0.6959277	0.4885077752	0.60188954381	4.1819818	7.1399e-05
TAC4	2.0122594	0.22049471	0.6956784	0.488663086	0.60203383873	6.392283	1.783e-07
ETV2	2.8127182	-0.29279072	-0.6956115	0.4887047838	0.60203815052	6.4300512	1.619e-07
MPST	9.3710572	-0.18237052	-0.6946418	0.4893091313	0.60269454386	6.7806833	6.66e-08
TANGO2	11.410381	-0.12345247	-0.6946338	0.4893140907	0.60269454386	3.1309746	0.0014970075
RFC5	8.3275067	0.15758153	0.6944422	0.4894335909	0.60279462574	1.2873047	0.2472088107
ITPR1	8.6531618	-0.36210905	-0.6942351	0.4895626787	0.60288683672	2.2391045	0.0199615026
ULK4	7.0673377	-0.32064031	-0.6941935	0.4895886268	0.60288683672	3.7618135	0.000238589
FCF1P2	5.521223	0.23163215	0.6941381	0.4896232162	0.60288683672	2.446183	0.0110185357
C16orf72	9.8022848	0.14034846	0.6940009	0.4897087785	0.60291901418	5.1754595	4.4608e-06
TRIM32	8.8222386	0.17882506	0.6939735	0.4897258562	0.60291901418	7.2805376	1.93e-08
DOCK9	3.7400947	-0.49079341	-0.693586	0.4899676064	0.60316952624	12.7367023	0
IER5L	7.5724078	0.31097466	0.6933496	0.4901151069	0.60328434026	1.907842	0.0505040315
TMEM107	8.835086	-0.14570472	-0.6933138	0.4901374264	0.60328434026	8.2860068	1.8e-09
ZFYVE27	9.8930087	0.35052835	0.69313	0.4902521215	0.60337839191	1.5174545	0.141743422
TRIM23	8.8658007	0.19264679	0.6930143	0.490324353	0.60342017076	4.7006653	1.65321e-05
LPP	10.6186626	-0.16622824	-0.6926983	0.4905216043	0.6036157874	5.0409533	6.446e-06
POLK	10.2244035	0.13408746	0.6926099	0.4905767887	0.60363656545	3.0166347	0.0020915568
UVRAG	10.2564992	0.12268103	0.6924766	0.4906599945	0.60365246379	4.9183436	9.035e-06
CD34	2.6777301	-0.3076882	-0.6924665	0.4906663101	0.60365246379	13.8448931	0
AKR1B1	12.503066	0.12919564	0.6923927	0.4907123772	0.60366201825	16.5049179	0
CDKN1A	12.5019162	0.20887989	0.6922876	0.490777992	0.60369561636	15.3316788	0
STARD13	7.8722501	0.32500206	0.6921988	0.4908334813	0.60371675502	12.5389457	0
AGFG1	9.6724157	-0.18765994	-0.6920782	0.4909087702	0.60372091094	6.2791131	2.385e-07
ITSN1	10.0393179	0.15546623	0.6920707	0.4909134696	0.60372091094	11.0978939	0
SIAH2	8.0757587	-0.33107744	-0.6919792	0.4909706069	0.60374406922	5.4517985	2.1097e-06
HCG11	7.9437019	-0.35989521	-0.6919101	0.491013783	0.60375005725	5.7724729	8.963e-07
WDR78	3.3939863	0.37330332	0.6915652	0.4912292736	0.60396790561	1.8244877	0.0633925369
IQCE	8.1414364	-0.29872232	-0.6914973	0.491271651	0.60397289321	5.0642064	6.0475e-06
STX6	10.8860936	-0.18078002	-0.6914021	0.4913311805	0.60399896544	1.7490584	0.0776477613
CREB3L4	7.5707108	0.27068949	0.6912382	0.4914336001	0.60407775471	1.1924913	0.3059046725
RPS3A	10.1798461	0.160222	0.6909344	0.4916234596	0.6042640058	3.0118493	0.0021210402
ACBD3	9.6696472	-0.1366805	-0.6907019	0.4917687848	0.60439549416	1.7711938	0.0731827839
PTOV1.AS1	6.8780947	-0.26562941	-0.6904191	0.4919455981	0.60456565863	1.2465202	0.2712904503
RTN4	12.4012311	0.14418454	0.6896384	0.492433878	0.60511853669	4.7963593	1.26663e-05
DCUN1D3	7.2485288	-0.31465202	-0.68952	0.4925079206	0.60513597729	2.5234339	0.0088121005
RASGRP3	9.0027322	-0.33318144	-0.689493	0.4925248599	0.60513597729	14.4873695	0
PWP2	5.9916211	0.15798484	0.6893532	0.4926123062	0.60519623962	4.7818293	1.31881e-05
RPS18P9	4.6783882	-0.21095224	-0.6891028	0.4927690112	0.60534157335	2.2419213	0.0198019319
AOX1	2.0524563	0.35663522	0.6888531	0.4929253003	0.60548637347	2.4659802	0.0104060857
CLCA2	2.3632973	-0.35732018	-0.6885011	0.4931456811	0.60570987219	6.1191158	3.609e-07
FARSB	9.7311599	-0.15488476	-0.6882659	0.4932929477	0.60584354004	3.7675342	0.0002346761
MYL5	9.3145025	-0.16602402	-0.6881901	0.493340432	0.60585464774	2.681974	0.0055591408
KHNYN	11.4164207	0.12562403	0.6879568	0.4934864921	0.60598680185	1.6836273	0.0923566696
RXFP4	2.102919	0.24974282	0.6878378	0.4935610316	0.60603111714	10.2247966	0
UBE3B	10.4586495	-0.13027855	-0.687425	0.4938196754	0.60630146483	1.6619476	0.0977666281
PET100	8.7001048	-0.19631505	-0.6872916	0.4939032653	0.60635685966	9.3015159	2e-10
ABHD13	9.7097272	-0.22557026	-0.6870852	0.4940325808	0.60646837812	2.5238518	0.008801437
PINK1.AS	10.6499408	-0.11049274	-0.6868333	0.494190488	0.60661497515	9.7454545	1e-10
SH2D6	1.8422115	0.2240229	0.6867679	0.4942314929	0.60661806403	2.8862966	0.0030620038
WDR70	9.5759844	0.18954398	0.6863266	0.4945081331	0.60691034778	2.6333508	0.0064043783
CHPF2	10.6419142	-0.18397749	-0.6862305	0.4945684412	0.60693710208	2.8373579	0.0035327858
FCER1A	4.6174462	0.63400744	0.6860645	0.494672531	0.60701757718	6.2449561	2.605e-07
XAB2	8.5057987	0.1804774	0.6859993	0.49471339	0.60702045469	1.6623213	0.0976709857
PLA2G4A	9.4326569	0.30569414	0.6857851	0.4948477627	0.60713806532	15.2570011	0
S1PR1	6.4121312	0.52157875	0.6856737	0.4949176867	0.60717659069	6.6666141	8.87e-08
RBFA	7.7006548	0.24824227	0.6853273	0.4951349678	0.60739587702	6.2977428	2.273e-07
BTN3A2	8.8927168	-0.25401997	-0.6851262	0.4952611621	0.60741996729	7.2552383	2.05e-08
WDR74	8.9637698	-0.12999642	-0.6851152	0.4952681187	0.60741996729	4.2371109	6.10271e-05
RAPSN	2.1496105	-0.22625709	-0.6851118	0.4952702239	0.60741996729	7.9714243	3.7e-09
KIAA1958	5.9410465	-0.37041725	-0.6850349	0.4953184721	0.60743187358	12.8339106	0
TIGD3	4.2918951	0.37555162	0.6846664	0.4955498021	0.6076332407	11.2562181	0
CFAP61	2.4971386	-0.38500191	-0.6846505	0.4955597789	0.6076332407	3.0660304	0.001810166
CDC25C	4.9085166	-0.34620022	-0.6841621	0.4958664184	0.60796193074	4.4256127	3.57724e-05
PHC3	9.9075889	0.25815394	0.6839881	0.495975707	0.60804862458	4.1042815	8.91277e-05
TMEM185A	7.6202033	-0.3017568	-0.6838819	0.496042425	0.60808311893	0.4187313	0.9436733403
CENPF	7.7049533	0.34151974	0.6833876	0.4963529319	0.60841643799	3.0611976	0.0018359372
EGLN1	9.6086382	0.27197317	0.6828959	0.4966619548	0.60874788632	0.8878048	0.555684707
RSAD1	9.5752067	0.2116008	0.682404	0.49697114	0.60907948194	2.4452695	0.0110476363
MTMR9	9.3981281	0.2277717	0.6823041	0.4970339942	0.60910915033	2.0805305	0.0312623457
FBXL4	8.5841102	-0.24124973	-0.6819192	0.4972760251	0.60932921046	3.1155229	0.0015662082
POLR1E	7.8819259	-0.19855787	-0.6818956	0.4972908847	0.60932921046	2.3576839	0.0142177289
C4orf33	8.4452128	-0.29370876	-0.6817947	0.4973543546	0.60935960692	2.6393838	0.0062929562
AP1M2	2.1662791	0.42587577	0.6813639	0.4976253846	0.60964428194	5.276302	3.3902e-06
SETX	11.8613046	0.16277771	0.6812755	0.4976809705	0.60966499117	2.865424	0.0032546242
SLC25A30	7.657844	-0.29687776	-0.6810505	0.4978225595	0.60979104378	3.203987	0.0012092469
TIPARP.AS1	3.7097489	-0.28890657	-0.6808085	0.4979748816	0.60990015708	3.8403418	0.0001901847
SLC35D1	8.2973422	-0.3322181	-0.680786	0.4979890312	0.60990015708	1.9540628	0.0444670024
MAN2B2	10.9264686	0.20674545	0.6806792	0.4980562888	0.60993513346	4.0262993	0.0001114184
SRSF1	11.4203925	-0.09808456	-0.6804042	0.4982294068	0.61009973435	7.7752239	5.8e-09
SLC29A1	11.6838952	0.15876811	0.6801633	0.4983810842	0.61021495491	21.6105693	0
LINC00624	4.1617478	-0.25861581	-0.6801318	0.4984009336	0.61021495491	3.9884449	0.0001241971
URAHP	4.8908622	-0.20535656	-0.6800125	0.4984760211	0.61022409391	12.5882989	0
DDX11	7.8372475	0.31489625	0.679997	0.4984858327	0.61022409391	3.2069287	0.001198894
PEX13	9.2508672	-0.2216996	-0.6796104	0.4987293257	0.61042596582	6.870632	5.31e-08
MAP3K11	10.2853802	0.21361575	0.6795778	0.4987498512	0.61042596582	5.5412442	1.6593e-06
UBE3A	11.0050533	-0.10940215	-0.6795507	0.4987669303	0.61042596582	1.765192	0.0743693254
ATP2A3	8.7403265	0.38290522	0.6794347	0.4988400016	0.61046799167	17.7958995	0
ZNF32.AS1	6.6468737	0.18492062	0.6793451	0.498896468	0.61048969197	2.9361153	0.0026469613
MED21	9.0509428	-0.20117555	-0.6792562	0.498952502	0.61051085972	1.7388018	0.0798008889
C11orf80	6.4349935	-0.34116903	-0.6784685	0.4994489549	0.61107087244	1.4321529	0.1751886991
KCNJ2.AS1	4.5751462	0.38820465	0.6780995	0.4996815793	0.61130803162	1.5379225	0.1346006772
BORCS8.MEF2B	7.9508652	0.23086686	0.6779991	0.4997448989	0.61133804338	2.2933928	0.0170954573
NAGLU	9.2679701	0.26295202	0.6776535	0.4999629196	0.61155728181	5.4360087	2.2013e-06
TESPA1	2.8700192	0.42549999	0.6772888	0.5001929565	0.6117911833	11.1827089	0
TTLL1	7.274843	-0.27041367	-0.6770882	0.5003195796	0.61189857168	1.1094126	0.3652108327
ALG1L	1.9677387	-0.28020113	-0.6769992	0.5003757145	0.61191974212	1.0429272	0.417833207
PRDM8	3.2772116	0.33714468	0.6757811	0.5011447435	0.61281265441	11.9418471	0
NIN	10.1627495	0.24587683	0.6753158	0.5014387023	0.61312454518	1.8613666	0.0573496135
EPSTI1	9.6464694	0.32857418	0.6744619	0.5019783433	0.61372363457	3.0762809	0.0017566971
ARHGAP31.AS1	3.02946	0.32830567	0.6744173	0.5020065413	0.61372363457	2.2170718	0.0212535019
ASF1A	9.4934062	0.12187867	0.6742304	0.5021247175	0.61382049733	4.7275972	1.53363e-05
NFX1	10.5792155	0.16726746	0.674148	0.5021767921	0.61383654575	4.4633916	3.21567e-05
ACSBG2	2.4870852	0.28073219	0.6727713	0.5030477172	0.61485343709	2.5143567	0.0090469016
PRUNE1	9.2681882	-0.22323113	-0.6726356	0.5031336048	0.61491072782	1.3833772	0.1971836217
ROPN1L	2.8724706	0.46195939	0.6725558	0.5031841133	0.61492477395	10.8195517	0
CLEC11A	7.4846072	-0.26464645	-0.6724364	0.503259662	0.61496941638	20.6250092	0
RNF169	8.6205131	0.1622429	0.6720914	0.5034780594	0.6151885956	7.0370683	3.51e-08
MAP3K8	10.2123578	-0.2258324	-0.671963	0.5035594149	0.61523838296	4.9737387	7.7548e-06
AATBC	3.9114755	0.41863167	0.6719038	0.503596877	0.61523838296	10.2642073	0
ERI3	9.6733468	0.1087894	0.6716172	0.5037784142	0.61534405213	8.6051532	8e-10
FLAD1	10.0390992	0.10094652	0.6715389	0.5038280041	0.61534405213	3.9401595	0.0001426753
ZNF441	7.3993955	0.30708529	0.6714838	0.5038628681	0.61534405213	2.5529906	0.0080884226
AURKC	5.4914245	0.35840086	0.6714685	0.503872583	0.61534405213	3.8589502	0.0001802498
PROCR	9.4023636	0.22074582	0.671459	0.5038785824	0.61534405213	31.9584253	0
HTR7	5.9513529	-0.40245538	-0.671359	0.5039419547	0.61537376211	9.5126274	1e-10
DDX60	8.5282463	-0.3974571	-0.670881	0.5042447948	0.61569586387	3.85922	0.0001801097
TMED7	11.2847214	-0.13166388	-0.6703846	0.5045594081	0.61603228995	5.8537716	7.231e-07
SYNJ1	9.1462995	0.2443702	0.6698565	0.5048942361	0.61639334281	1.1526005	0.3334651469
ARMCX5.GPRASP2	6.8058381	0.2514135	0.6695534	0.5050865015	0.61658030754	4.5452549	2.55414e-05
PARD6B	5.8223908	0.28799569	0.6693492	0.5052160038	0.61669063164	2.203289	0.0221026183
LINC01088	2.6324642	0.30382936	0.6690515	0.50540487	0.61687339547	7.6806855	7.3e-09
CEP57L1	7.3187191	0.25100601	0.6686909	0.5056337036	0.61710490954	2.9351791	0.0026542181
PKNOX1	9.1511363	-0.14914854	-0.6686123	0.5056835918	0.61711800932	0.9197878	0.5258640878
PAQR5	5.9605648	-0.45988013	-0.6683482	0.5058512562	0.61722381323	23.4803184	0
PTPA	9.8552805	-0.18016706	-0.6683303	0.5058626022	0.61722381323	3.208645	0.0011928949
MCEE	7.4609916	-0.24750837	-0.6682906	0.5058877748	0.61722381323	2.8282093	0.0036284769
CXorf65	2.5808081	0.24146823	0.6681476	0.5059785857	0.61728682472	10.8609658	0
TRAPPC2	8.7250004	0.16230916	0.6680351	0.5060500228	0.61732619266	3.2245545	0.0011386983
AK3	9.8127398	0.20183168	0.6672222	0.506566295	0.61790816312	2.9991129	0.0022015498
FMNL1	10.4003635	-0.25140873	-0.6670445	0.5066791614	0.61799800827	5.4097548	2.3627e-06
STK19	7.7095251	0.21065224	0.6669105	0.5067643144	0.61805403999	1.0325138	0.4264683109
KANK2	7.5645023	0.44350734	0.66681	0.5068281548	0.61807912986	13.0693358	0
TRIP12	11.7484833	-0.14323922	-0.6667547	0.5068633179	0.61807912986	2.5494658	0.0081715483
RBM19	9.9372415	0.22403754	0.6663413	0.5071260254	0.61835163909	9.825219	1e-10
ST8SIA4	11.8915301	0.14487291	0.6659776	0.5073572471	0.61858571767	13.7993057	0
IL2RA	4.7836319	0.70920585	0.6656353	0.5075749221	0.61880324462	7.790634	5.6e-09
ACTN4	9.6666636	-0.17736492	-0.6648188	0.50809432	0.61938855113	13.0525394	0
CADPS2	3.2490214	-0.49190774	-0.6644407	0.5083349354	0.61963394567	2.5856857	0.0073561006
PDS5B	10.1309523	0.16918145	0.6642565	0.5084521543	0.61972889987	1.4324058	0.1750803232
LUZP1	10.2000737	0.15680605	0.6640185	0.5086036566	0.61986562264	6.7676039	6.88e-08
ZNF808	7.0170111	0.29302153	0.663333	0.5090401834	0.62034967376	4.7703237	1.36168e-05
MPV17L	5.8805317	-0.44228824	-0.6627955	0.5093825646	0.62071892694	4.5266703	2.69105e-05
SPAG5.AS1	8.8790822	0.13654597	0.662579	0.5095205395	0.62083905866	2.6156329	0.0067430175
PPIL4	9.8796365	-0.13089553	-0.6622162	0.5097517392	0.6210727552	2.6735394	0.0056973976
WFS1	9.2243289	0.33257644	0.6621149	0.5098163412	0.6211034516	8.3997237	1.4e-09
BTBD6	7.2117443	0.29495986	0.6616135	0.5101359734	0.62144481965	2.2631956	0.0186361661
CLCC1	10.2660409	0.12658021	0.6615068	0.5102039963	0.62147964952	4.8581052	1.06728e-05
SPATA5	7.0520879	0.2844878	0.6613446	0.5103074943	0.62155768298	14.3213998	0
POT1	9.0578692	-0.25014584	-0.6610559	0.5104916167	0.62173389774	3.5002627	0.0005095084
HIST1H2BJ	3.8567819	0.28610508	0.66099	0.5105336591	0.62173705775	5.37686	2.5821e-06
ZNF225	7.9813217	0.27348831	0.6603739	0.5109267602	0.62216770973	3.3807356	0.0007217312
TMEM134	9.4526552	-0.15331068	-0.660281	0.5109860304	0.62219181284	1.2573628	0.2647179366
SARAF	13.6303484	0.10610728	0.6601218	0.5110876467	0.62226747003	2.1730444	0.0240827349
PCOLCE2	2.936231	-0.40651801	-0.660058	0.5111283898	0.62226900603	9.6661735	1e-10
TMEM151A	1.8980679	0.35358733	0.6599689	0.5111852423	0.62229015249	3.9664852	0.0001322801
LINC01771	1.7587713	-0.26839271	-0.6598554	0.511257733	0.62233033131	2.2202805	0.0210604128
ALOX12.AS1	6.1238717	-0.3015887	-0.6597061	0.5113530279	0.62239826035	2.9156961	0.0028098177
NMNAT3	6.2416097	-0.28014699	-0.6596156	0.5114107869	0.62242049514	3.1505399	0.0014137614
A4GALT	2.3072514	-0.27913928	-0.6594115	0.5115411146	0.62253104063	18.2798493	0
LINC01003	7.0388666	0.25002616	0.6586736	0.512012465	0.62305655199	11.0737802	0
AP4B1	9.4700763	-0.2212024	-0.6580812	0.5123910414	0.62346909627	0.446561	0.929627325
ZBED4	9.1254839	0.26263249	0.657599	0.5126992998	0.62379602164	3.0724812	0.0017763303
NFKBIL1	8.3205326	-0.18819521	-0.6572053	0.5129510477	0.62405414614	4.1397428	8.05413e-05
NPRL2	9.2944125	-0.14131892	-0.6570925	0.5130231696	0.62409371538	2.2067689	0.021885176
OXLD1	9.5357253	0.14029814	0.6567492	0.5132427211	0.62431261303	7.2770212	1.95e-08
RPL22	10.1533586	-0.14907489	-0.6563528	0.5134963406	0.62457291441	7.9685403	3.7e-09
BCL2L2	7.9145101	0.24560708	0.6555552	0.514006897	0.62513399854	4.2789318	5.41884e-05
DHX16	10.4787671	-0.1335485	-0.6555082	0.514036966	0.62513399854	1.4299061	0.1761541561
CCDC13.AS1	2.2779557	-0.28964889	-0.655224	0.514218934	0.62530704566	3.5565886	0.0004325287
TTTY14	3.2473342	0.43883538	0.6546357	0.5145957082	0.62571693847	1.2141909	0.2916280656
MAFB	11.8217126	-0.28926032	-0.6544823	0.5146940187	0.62578819945	6.2604466	2.503e-07
FAM92A	6.9732871	0.26462253	0.6537935	0.5151353946	0.62621834029	3.4089025	0.0006648277
TMEM242	9.1545144	-0.12236076	-0.6537617	0.515155814	0.62621834029	1.0226763	0.4347190078
OGDHL	2.1068987	0.38734115	0.6537442	0.5151669945	0.62621834029	2.4420042	0.0111522723
SLC27A4	8.7911386	-0.24972179	-0.6536518	0.5152262547	0.62624207612	1.3898441	0.1941405567
CXXC1	10.3161206	-0.2599939	-0.6534718	0.5153416149	0.62633399074	1.6739393	0.0947395533
NUDT9	9.4639554	-0.19620515	-0.6533515	0.5154187453	0.62637943136	3.9168069	0.0001525866
ALG10	6.5823175	-0.29996004	-0.6530516	0.5156110828	0.62656486319	9.4081533	1e-10
BET1L	10.2443691	-0.13754814	-0.6523376	0.516069042	0.62707302214	1.4942483	0.1502417649
LMLN	8.1101711	0.296167	0.652207	0.5161528268	0.62712648038	11.3805286	0
PAQR9.AS1	3.110672	-0.26138546	-0.6519824	0.5162969484	0.62725323392	2.2215755	0.0209829675
RPS4Y1	7.103167	-0.78514596	-0.6518297	0.5163949809	0.62732397829	0.9261606	0.5199926844
JARID2.AS1	2.0333512	0.20758394	0.6517278	0.5164603317	0.62735501258	4.4696238	3.15969e-05
TSC22D4	9.9705026	0.14240558	0.6512525	0.5167654591	0.62767728116	15.6595232	0
TPP2	10.8559657	-0.25177835	-0.6509972	0.516929408	0.62782803419	3.3949104	0.0006925075
CGN	4.1317647	0.39618078	0.650319	0.5173649742	0.62830862678	4.8276642	1.16123e-05
CYP51A1.AS1	2.7729453	0.26728944	0.6501984	0.5174424462	0.62835429501	4.0241077	0.0001121205
ZNF45	8.6816322	0.28421046	0.6497485	0.5177315498	0.62861928724	1.1675034	0.3229696435
CMPK2	8.5202414	0.34614365	0.649671	0.5177813695	0.62861928724	2.1191952	0.028040853
ZBTB43	9.5949541	0.17083378	0.6496666	0.5177841781	0.62861928724	1.8848369	0.0537901283
HIST1H1A	3.6186307	-0.31914309	-0.6495965	0.5178292689	0.62861928724	5.4654059	2.0339e-06
RN7SL1	4.7182376	0.28764158	0.6495485	0.5178600866	0.62861928724	2.8619654	0.0032876868
L2HGDH	6.5725513	-0.28184345	-0.6494278	0.5179376999	0.62866508193	4.9626091	7.9963e-06
TIMP3	5.4032235	-0.49051439	-0.6492247	0.5180682302	0.62877509444	4.2728572	5.51313e-05
KCNK13	9.3153545	0.30039437	0.6490109	0.5182056844	0.62886207079	19.8874364	0
INHBA	5.4066095	0.46836688	0.6489892	0.5182196926	0.62886207079	12.2336593	0
IZUMO1	1.5196445	0.22411322	0.6485869	0.5184783673	0.62912753464	1.2146515	0.2913304968
HHAT	5.6261065	0.37242418	0.6484537	0.5185640289	0.62918303772	3.9647785	0.0001329302
NGLY1	9.8479018	-0.17972576	-0.6477379	0.5190245818	0.62969335954	0.680458	0.7529475579
SLC16A11	2.2456745	0.27215214	0.6475623	0.5191375548	0.62974312137	4.8491377	1.09412e-05
ZNF480	9.0223824	-0.1106008	-0.64755	0.5191455095	0.62974312137	3.7195883	0.000269584
BMI1	9.8078584	0.12501479	0.6474459	0.5192124888	0.62976578634	17.3189864	0
CATIP.AS2	3.0770274	-0.30968303	-0.6473968	0.5192441085	0.62976578634	4.5573714	2.46871e-05
LYG2	2.0434159	-0.2592922	-0.6473002	0.519306286	0.62979273418	1.9287373	0.0476845262
CARS2	9.3304747	-0.20118059	-0.6472371	0.5193469245	0.62979355829	10.1334458	0
LINC01235	3.8497092	0.56989638	0.6467025	0.5196911097	0.63016245428	3.7068874	0.0002796801
TBX3	4.1326908	0.34212481	0.646163	0.5200385398	0.63053522775	3.7405937	0.0002536875
NFYC.AS1	7.3694982	0.23583591	0.6458168	0.5202615767	0.63075713158	4.7835001	1.3127e-05
MICAL1	11.9018992	-0.19937527	-0.6457021	0.5203354813	0.63079820941	6.707098	8.01e-08
TULP3	7.7627411	-0.21033704	-0.6455575	0.5204286651	0.63086265115	4.0461071	0.0001052706
TRIM4	9.0568849	-0.23174376	-0.6454229	0.5205154237	0.63091341063	4.5275006	2.68478e-05
DLGAP2	2.7812546	0.34391594	0.6453683	0.5205505991	0.63091341063	11.3893629	0
SLC6A11	2.5211081	0.38361963	0.6438273	0.521544304	0.63199527038	2.5309628	0.0086219178
AP3M2	8.8553097	0.19023754	0.6438213	0.5215481665	0.63199527038	4.0348104	0.0001087334
QPCTL	7.0678378	-0.26169007	-0.643751	0.5215935136	0.63199527038	8.9882735	4e-10
SLC12A9	10.0843723	0.22410594	0.6437354	0.5216036087	0.63199527038	6.2076712	2.869e-07
CKAP5	10.6302483	0.20353426	0.6432062	0.5219450935	0.63236041351	2.2645182	0.0185659426
CENPB	7.4070834	0.28568218	0.6431149	0.5220040418	0.63238322081	4.8429991	1.1129e-05
MDM1	7.6584562	-0.30050067	-0.6428382	0.5221826569	0.63255098423	1.3939729	0.1922182832
ZNF542P	8.1071445	0.30405041	0.6424126	0.522457419	0.63283518146	1.9135009	0.049725268
GNPTAB	11.2819781	-0.14265263	-0.6422517	0.5225613225	0.63291239565	9.7812581	1e-10
TTC21B.AS1	3.8021447	0.30163305	0.6420732	0.5226766465	0.63298743154	1.3067903	0.2363136264
HGS	11.2759583	-0.14250399	-0.6420314	0.5227035989	0.63298743154	1.5274385	0.1382186974
ZBTB49	7.1717452	0.30567666	0.6415947	0.5229857034	0.63328039881	6.8250162	5.95e-08
IFNGR1	14.4658256	-0.1623003	-0.6411669	0.5232621739	0.63352412499	21.1493563	0
FAM196A	2.5031706	0.32941726	0.6411588	0.5232673726	0.63352412499	4.7657895	1.37896e-05
RPL13AP6	3.1846245	0.25692546	0.6409173	0.5234234825	0.63366445255	1.8272432	0.0629211832
C10orf95	5.2778532	-0.21392068	-0.6405342	0.523671148	0.63391558858	4.0771281	9.63247e-05
DLL3	3.772103	0.35193974	0.64031	0.5238161163	0.63404167426	8.9026359	4e-10
THADA	9.5757168	0.18471055	0.6402487	0.5238557631	0.63404167426	2.8253514	0.0036588946
GCAT	6.4029321	-0.27245005	-0.6395031	0.5243380184	0.63457663428	5.5152291	1.7791e-06
ARL3	9.1064218	-0.12126956	-0.6393908	0.5244106426	0.63461579689	3.5635233	0.0004238995
FYCO1	8.3022834	-0.31894532	-0.6391803	0.5245468611	0.63473190616	1.1214591	0.3561585411
SLC35F2	6.8618485	0.29375201	0.639087	0.5246072192	0.63475620925	10.8349015	0
HS3ST1	8.9745844	-0.23075504	-0.6384207	0.5250385091	0.63522928852	17.9798073	0
ZNF14	7.6884341	0.29861083	0.6375592	0.5255963961	0.63583040207	11.7470912	0
RBM28	9.2193429	0.25224824	0.6375289	0.5256160338	0.63583040207	3.3456261	0.0007995689
RPL23P8	4.5043216	0.2686061	0.6374342	0.5256774033	0.63585583675	3.0012363	0.0021879182
TRIM22	12.2244571	0.1466529	0.6369764	0.5259739982	0.63616577283	7.0510987	3.39e-08
NLE1	7.4548061	0.22987867	0.6365267	0.5262654787	0.63639331424	3.2344766	0.0011061561
OSBPL10	2.692559	-0.39089882	-0.636521	0.5262691741	0.63639331424	8.2234054	2e-09
KBTBD8	8.8021329	0.29547897	0.6364992	0.5262832598	0.63639331424	7.933992	4e-09
KLHL9	10.511378	0.22843919	0.6362333	0.5264556447	0.636552928	5.6026588	1.4079e-06
AHCTF1	8.5879959	-0.24578462	-0.6359666	0.5266285597	0.63671315808	1.4452256	0.1696602243
SLC16A1	10.1192281	0.14838168	0.6358363	0.5267130657	0.63676648225	11.4371199	0
PSMG3	8.8136595	-0.23071967	-0.6353598	0.5270221195	0.63709124299	1.6638279	0.0972862376
POTEF	4.0625685	0.36706806	0.6351799	0.5271387966	0.63718341694	2.3012578	0.0167150026
DDX3Y	7.2044402	-0.74692734	-0.6346503	0.5274824552	0.63754992156	0.3025234	0.9835078124
